X,Y,POTEAU_ID_POT,PANNEAU_ID_PAN,PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN,TOPONYME_PAN,POTEAU_VERSION_POT,DATE_CONCEPTION_POT,PAS_SUR_RUE,DESCRIPTION_REP,DESCRIPTION_RTP,X_EPSG32188,Y_EPSG32188,Longitude,Latitude,DESCRIPTION_CAT,NOM_ARR
-73.58104465,45.50086967,94285,918625,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,4,2.01211E+13,,Réel,1- Tige et base,298466.438,5040108.5,-73.58104465,45.50086967,STATIONNEMENT,Ville-Marie
-73.58104465,45.50086967,94285,918626,1589,\P RESERVE S3R 09h-23h,R-PF,2,,4,2.01211E+13,,Réel,1- Tige et base,298466.438,5040108.5,-73.58104465,45.50086967,STATIONNEMENT,Ville-Marie
-73.58082057,45.50076185,94286,918623,2413,\P EN TOUT TEMPS,SD-TT,2,,3,2.01211E+13,,Réel,1- Tige et base,298483.938,5040096.5,-73.58082057,45.50076185,STATIONNEMENT,Ville-Marie
-73.58047324,45.50059562,55574,918608,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,3,2.01211E+13,,Réel,1- Tige et base,298511.063,5040078,-73.58047324,45.50059562,STATIONNEMENT,Ville-Marie
-73.5800963,45.50041142,107760,918601,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,4,2.01211E+13,,Réel,1- Tige et base,298540.5,5040057.5,-73.5800963,45.50041142,STATIONNEMENT,Ville-Marie
-73.5800963,45.50041142,107760,918602,1589,\P RESERVE S3R 09h-23h,R-PF,3,,4,2.01211E+13,,Réel,1- Tige et base,298540.5,5040057.5,-73.5800963,45.50041142,STATIONNEMENT,Ville-Marie
-73.57979539,45.50026766,55576,918594,2413,\P EN TOUT TEMPS,SD-TT,3,,4,2.01211E+13,,Réel,1- Tige et base,298564,5040041.5,-73.57979539,45.50026766,STATIONNEMENT,Ville-Marie
-73.57979539,45.50026766,55576,918595,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,2,,4,2.01211E+13,,Réel,1- Tige et base,298564,5040041.5,-73.57979539,45.50026766,STATIONNEMENT,Ville-Marie
-73.57979539,45.50026766,55576,918596,1589,\P RESERVE S3R 09h-23h,R-PF,2,,4,2.01211E+13,,Réel,1- Tige et base,298564,5040041.5,-73.57979539,45.50026766,STATIONNEMENT,Ville-Marie
-73.57710289,45.49780393,57455,935792,14180,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0,,4,2.01302E+13,,Réel,3- Fût,298774.156,5039767.5,-73.57710289,45.49780393,STATIONNEMENT,Ville-Marie
-73.58392927,45.49972929,103827,935790,11,\A EN TOUT TEMPS,AD-TT,3,,4,2.01302E+13,,Réel,2- Tige et manchon,298240.875,5039982,-73.58392927,45.49972929,STATIONNEMENT,Ville-Marie
-73.5823121,45.49883062,55716,935779,2413,\P EN TOUT TEMPS,SD-TT,2,,6,2.01302E+13,,Réel,2- Tige et manchon,298367.156,5039882,-73.5823121,45.49883062,STATIONNEMENT,Ville-Marie
-73.5823121,45.49883062,55716,935780,1589,\P RESERVE S3R 09h-23h,R-PF,3,,6,2.01302E+13,,Réel,2- Tige et manchon,298367.156,5039882,-73.5823121,45.49883062,STATIONNEMENT,Ville-Marie
-73.58156644,45.49861069,55698,935771,2413,\P EN TOUT TEMPS,SD-TT,3,,3,2.01302E+13,,Réel,2- Tige et manchon,298425.406,5039857.5,-73.58156644,45.49861069,STATIONNEMENT,Ville-Marie
-73.58156644,45.49861069,55698,935772,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,3,2.01302E+13,,Réel,2- Tige et manchon,298425.406,5039857.5,-73.58156644,45.49861069,STATIONNEMENT,Ville-Marie
-73.58156644,45.49861069,55698,935773,1589,\P RESERVE S3R 09h-23h,R-PF,2,,3,2.01302E+13,,Réel,2- Tige et manchon,298425.406,5039857.5,-73.58156644,45.49861069,STATIONNEMENT,Ville-Marie
-73.58147439,45.49856127,55700,935769,13830,\P 12h-13h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JJ-A,0,,6,2.01302E+13,,Réel,2- Tige et manchon,298432.594,5039852,-73.58147439,45.49856127,STATIONNEMENT,Ville-Marie
-73.58147439,45.49856127,55700,935770,2413,\P EN TOUT TEMPS,SD-TT,2,,6,2.01302E+13,,Réel,2- Tige et manchon,298432.594,5039852,-73.58147439,45.49856127,STATIONNEMENT,Ville-Marie
-73.58117971,45.49829152,55708,935761,2413,\P EN TOUT TEMPS,SD-TT,0,,12,2.01302E+13,,Réel,2- Tige et manchon,298455.594,5039822,-73.58117971,45.49829152,STATIONNEMENT,Ville-Marie
-73.58095081,45.49816571,80673,935758,2413,\P EN TOUT TEMPS,SD-TT,3,,9,2.01302E+13,,Réel,2- Tige et manchon,298473.469,5039808,-73.58095081,45.49816571,STATIONNEMENT,Ville-Marie
-73.58095081,45.49816571,80673,935759,13972,\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VA-A,2,,9,2.01302E+13,,Réel,2- Tige et manchon,298473.469,5039808,-73.58095081,45.49816571,STATIONNEMENT,Ville-Marie
-73.58095081,45.49816571,80673,935760,13980,\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VJ-A,3,,9,2.01302E+13,,Réel,2- Tige et manchon,298473.469,5039808,-73.58095081,45.49816571,STATIONNEMENT,Ville-Marie
-73.58061593,45.49802647,55705,935757,13972,\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VA-A,0,,7,2.01302E+13,,Réel,3- Fût,298499.625,5039792.5,-73.58061593,45.49802647,STATIONNEMENT,Ville-Marie
-73.57067961,45.5000442,91802,935745,1683,\P RESERVE TAXIS,R-TA,3,,5,2.01302E+13,,Réel,2- Tige et manchon,299276.375,5040016,-73.57067961,45.5000442,STATIONNEMENT,Ville-Marie
-73.56547467,45.49813063,165810,935744,24,\A RESERVE AUTOBUS,AR-TT,0,,7,2.01302E+13,,Réel,2- Tige et manchon,299682.969,5039803,-73.56547467,45.49813063,STATIONNEMENT,Ville-Marie
-73.57648222,45.49626112,224315,939485,2461,\P LIVRAISON SEULEMENT EN TOUT TEMPS,SL-TT,3,,1,2.01302E+13,,Enlevé,2- Tige et manchon,298822.5,5039596,-73.57648222,45.49626112,STATIONNEMENT,Ville-Marie
-73.5530109,45.53071585,116875,930355,2435,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,3,,3,2.01301E+13,,Réel,2- Tige et manchon,300659.438,5043423.5,-73.5530109,45.53071585,STATIONNEMENT,Ville-Marie
-73.5530109,45.53071585,116875,930356,2319,\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC.,SB-VE,0,,3,2.01301E+13,,Réel,2- Tige et manchon,300659.438,5043423.5,-73.5530109,45.53071585,STATIONNEMENT,Ville-Marie
-73.57130064,45.50608626,136351,924223,2441,\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN.,SL-JD,3,,2,2.01212E+13,,Réel,2- Tige et manchon,299228.438,5040687.5,-73.57130064,45.50608626,STATIONNEMENT,Ville-Marie
-73.56185834,45.52183899,164970,923995,2435,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,3,,4,2.01212E+13,,Réel,2- Tige et manchon,299967.625,5042437.5,-73.56185834,45.52183899,STATIONNEMENT,Ville-Marie
-73.57905177,45.4977981,57477,923976,2413,\P EN TOUT TEMPS,SD-TT,3,,11,2.01212E+13,,Réel,2- Tige et manchon,298621.844,5039767,-73.57905177,45.4977981,STATIONNEMENT,Ville-Marie
-73.57905177,45.4977981,57477,923977,2728,\P 07h-18h LUN. AU VEN.,SV-OC,2,,11,2.01212E+13,,Réel,2- Tige et manchon,298621.844,5039767,-73.57905177,45.4977981,STATIONNEMENT,Ville-Marie
-73.57405394,45.50265611,57723,923970,14177,\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AB-A,0,,5,2.01212E+13,,Réel,3- Fût,299012.938,5040306.5,-73.57405394,45.50265611,STATIONNEMENT,Ville-Marie
-73.57387265,45.50284519,105850,923967,14177,\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AB-A,0,,4,2.01212E+13,,Réel,3- Fût,299027.125,5040327.5,-73.57387265,45.50284519,STATIONNEMENT,Ville-Marie
-73.5740798,45.50285855,105857,923966,2440,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,3,,3,2.01212E+13,,Réel,2- Tige et manchon,299010.938,5040329,-73.5740798,45.50285855,STATIONNEMENT,Ville-Marie
-73.57394326,45.50302061,105841,923965,14179,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0,,2,2.01212E+13,,Réel,3- Fût,299021.625,5040347,-73.57394326,45.50302061,STATIONNEMENT,Ville-Marie
-73.57409778,45.50284055,105854,923964,14179,\P 07h30-08h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AE-A,0,,4,2.01212E+13,,Réel,3- Fût,299009.531,5040327,-73.57409778,45.50284055,STATIONNEMENT,Ville-Marie
-73.56717416,45.50157605,216496,923893,14198,\P 22h30-23h30 LUN A VEN 1 AVRIL AU 1 DEC.,SV-SE-A,0,,2,2.01212E+13,,Réel,2- Tige et manchon,299550.469,5040186,-73.56717416,45.50157605,STATIONNEMENT,Ville-Marie
-73.55473033,45.52973421,133022,918137,14052,\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.,SU-LD-A,0,,5,2.01211E+13,,Réel,4- Poteau en bois,300525.063,5043314.5,-73.55473033,45.52973421,STATIONNEMENT,Ville-Marie
-73.55473033,45.52973421,133022,918138,1669,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,3,,5,2.01211E+13,,Réel,4- Poteau en bois,300525.063,5043314.5,-73.55473033,45.52973421,STATIONNEMENT,Ville-Marie
-73.55485663,45.52960368,133021,918133,14052,\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.,SU-LD-A,0,,6,2.01211E+13,,Réel,2- Tige et manchon,300515.188,5043300,-73.55485663,45.52960368,STATIONNEMENT,Ville-Marie
-73.55485663,45.52960368,133021,918134,1669,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,2,,6,2.01211E+13,,Réel,2- Tige et manchon,300515.188,5043300,-73.55485663,45.52960368,STATIONNEMENT,Ville-Marie
-73.55510723,45.5293471,133019,918128,14052,\P 09h30-10h30 LUN. 1 AVRIL AU 1 DEC.,SU-LD-A,0,,6,2.01211E+13,,Réel,2- Tige et manchon,300495.594,5043271.5,-73.55510723,45.5293471,STATIONNEMENT,Ville-Marie
-73.55510723,45.5293471,133019,918129,1451,P 02h 09h-18h LUN. AU VEN.,PV-PB,3,,6,2.01211E+13,,Réel,2- Tige et manchon,300495.594,5043271.5,-73.55510723,45.5293471,STATIONNEMENT,Ville-Marie
-73.55530365,45.52932451,133017,918126,14202,\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.,SU-MD-A,0,,5,2.01211E+13,,Réel,2- Tige et manchon,300480.25,5043269,-73.55530365,45.52932451,STATIONNEMENT,Ville-Marie
-73.55530365,45.52932451,133017,918127,1669,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,3,,5,2.01211E+13,,Réel,2- Tige et manchon,300480.25,5043269,-73.55530365,45.52932451,STATIONNEMENT,Ville-Marie
-73.55515696,45.52946406,133020,918124,14202,\P 09h30-10h30 MAR. 1 AVRIL AU 1 DEC.,SU-MD-A,0,,3,2.01211E+13,,Réel,1- Tige et base,300491.719,5043284.5,-73.55515696,45.52946406,STATIONNEMENT,Ville-Marie
-73.55515696,45.52946406,133020,918125,1669,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,2,,3,2.01211E+13,,Réel,1- Tige et base,300491.719,5043284.5,-73.55515696,45.52946406,STATIONNEMENT,Ville-Marie
-73.5576804,45.49710002,91647,917656,11,\A EN TOUT TEMPS,AD-TT,0,,3,2.01211E+13,,Réel,3- Fût,300292.031,5039688,-73.5576804,45.49710002,STATIONNEMENT,Ville-Marie
-73.55867819,45.53646251,224306,935384,12530,STAT.HANDICAPEES 7H - 20H,RD-JI,3,,1,2.01302E+13,,Réel,1- Tige et base,300217.246,5044062.441,-73.55867819,45.53646251,STATIONNEMENT,Ville-Marie
-73.55891946,45.53655207,224305,935383,12530,STAT.HANDICAPEES 7H - 20H,RD-JI,2,,1,2.01302E+13,,Réel,1- Tige et base,300198.41,5044072.407,-73.55891946,45.53655207,STATIONNEMENT,Ville-Marie
-73.55507296,45.52284378,224295,935257,12450,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,2,,1,2.01302E+13,,Réel,2- Tige et manchon,300497.775,5042548.778,-73.55507296,45.52284378,STATIONNEMENT,Ville-Marie
-73.55521456,45.5229132,159853,935251,14026,\P 09h-10h JEU. 1 AVRIL AU 1 DEC.,SU-JC-A,0,,7,2.01302E+13,,Réel,4- Poteau en bois,300486.719,5042556.5,-73.55521456,45.5229132,STATIONNEMENT,Ville-Marie
-73.55521456,45.5229132,159853,935252,12450,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,3,,7,2.01302E+13,,Réel,4- Poteau en bois,300486.719,5042556.5,-73.55521456,45.5229132,STATIONNEMENT,Ville-Marie
-73.55330048,45.51917977,159143,935241,2413,\P EN TOUT TEMPS,SD-TT,2,,4,2.01301E+13,,Réel,2- Tige et manchon,300635.969,5042141.5,-73.55330048,45.51917977,STATIONNEMENT,Ville-Marie
-73.55950334,45.52558357,36551,935230,11,\A EN TOUT TEMPS,AD-TT,2,,3,2.01301E+13,,Réel,2- Tige et manchon,300151.906,5042853.5,-73.55950334,45.52558357,STATIONNEMENT,Ville-Marie
-73.55318135,45.529438,45713,923845,14072,\P 10h-11h MAR. 1 AVRIL AU 1 DEC.,SU-ME-A,0,,4,2.01212E+13,,Réel,2- Tige et manchon,300646.031,5043281.5,-73.55318135,45.529438,STATIONNEMENT,Ville-Marie
-73.55318135,45.529438,45713,923846,1669,\P RESERVE S3R 09h-18h LUN A VEN,R-RX,3,,4,2.01212E+13,,Réel,2- Tige et manchon,300646.031,5043281.5,-73.55318135,45.529438,STATIONNEMENT,Ville-Marie
-73.56190106,45.52176698,159405,923839,2435,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,2,,3,2.01212E+13,,Réel,2- Tige et manchon,299964.281,5042429.5,-73.56190106,45.52176698,STATIONNEMENT,Ville-Marie
-73.56192183,45.52173547,36389,923838,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,,6,2.01212E+13,,Réel,3- Fût,299962.656,5042426,-73.56192183,45.52173547,STATIONNEMENT,Ville-Marie
-73.55336582,45.52356646,34002,917636,74,\A 07h-09h30  15h30-18h30 LUN. AU VEN.,AV-QL,0,,3,2.01211E+13,,Réel,2- Tige et manchon,300631.188,5042629,-73.55336582,45.52356646,STATIONNEMENT,Ville-Marie
-73.55251383,45.5266713,29355,917407,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,3,2.01211E+13,,Réel,4- Poteau en bois,300697.969,5042974,-73.55251383,45.5266713,STATIONNEMENT,Ville-Marie
-73.5722092,45.5026123,57844,917376,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01211E+13,,Réel,3- Fût,299157.094,5040301.5,-73.5722092,45.5026123,STATIONNEMENT,Ville-Marie
-73.5713341,45.50218542,57852,917375,11,\A EN TOUT TEMPS,AD-TT,0,,1,2.01211E+13,,Réel,3- Fût,299225.438,5040254,-73.5713341,45.50218542,STATIONNEMENT,Ville-Marie
-73.57064011,45.50171343,57860,917374,11,\A EN TOUT TEMPS,AD-TT,0,,1,2.01211E+13,,Réel,2- Tige et manchon,299279.625,5040201.5,-73.57064011,45.50171343,STATIONNEMENT,Ville-Marie
-73.57062634,45.50157847,57876,917369,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01211E+13,,Réel,3- Fût,299280.688,5040186.5,-73.57062634,45.50157847,STATIONNEMENT,Ville-Marie
-73.55775478,45.53113197,125556,917321,14071,\P 09h-10h MAR. 1 AVRIL AU 1 DEC.,SU-MC-A,0,,2,2.01211E+13,,Réel,4- Poteau en bois,300288.938,5043470,-73.55775478,45.53113197,STATIONNEMENT,Ville-Marie
-73.55697997,45.53090291,125563,917320,14051,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0,,2,2.01211E+13,,Réel,4- Poteau en bois,300349.438,5043444.5,-73.55697997,45.53090291,STATIONNEMENT,Ville-Marie
-73.55700267,45.53079041,125562,917319,14071,\P 09h-10h MAR. 1 AVRIL AU 1 DEC.,SU-MC-A,0,,2,2.01211E+13,,Réel,4- Poteau en bois,300347.656,5043432,-73.55700267,45.53079041,STATIONNEMENT,Ville-Marie
-73.55634422,45.53049829,125569,917318,14071,\P 09h-10h MAR. 1 AVRIL AU 1 DEC.,SU-MC-A,0,,3,2.01211E+13,,Réel,4- Poteau en bois,300399.063,5043399.5,-73.55634422,45.53049829,STATIONNEMENT,Ville-Marie
-73.54687746,45.52964772,28028,917295,2771,\P EXCEPTE 09h-17h LUN. ET JEU.,SX-JF,0,,1,2.01211E+13,,Réel,4- Poteau en bois,301138.438,5043304.5,-73.54687746,45.52964772,STATIONNEMENT,Ville-Marie
-73.55932181,45.51312087,136162,917284,14180,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0,,4,2.01211E+13,,Réel,3- Fût,300165.063,5041468.5,-73.55932181,45.51312087,STATIONNEMENT,Ville-Marie
-73.55252955,45.52937531,28927,917274,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,6,2.01211E+13,,Réel,4- Poteau en bois,300696.938,5043274.5,-73.55252955,45.52937531,STATIONNEMENT,Ville-Marie
-73.55238569,45.52955535,28920,917273,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,2,2.01211E+13,,Réel,4- Poteau en bois,300708.188,5043294.5,-73.55238569,45.52955535,STATIONNEMENT,Ville-Marie
-73.55215026,45.52979391,28918,917272,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,2,2.01211E+13,,Réel,4- Poteau en bois,300726.594,5043321,-73.55215026,45.52979391,STATIONNEMENT,Ville-Marie
-73.56429318,45.51085958,121040,923010,1589,\P RESERVE S3R 09h-23h,R-PF,3,,7,2.01212E+13,,Réel,2- Tige et manchon,299776.438,5041217.5,-73.56429318,45.51085958,STATIONNEMENT,Ville-Marie
-73.55154265,45.52377426,28242,923001,14102,\P 13h-14h MER. 1 AVRIL AU 1 DEC.,SU-NL-A,0,,4,2.01211E+13,,Réel,3- Fût,300773.625,5042652,-73.55154265,45.52377426,STATIONNEMENT,Ville-Marie
-73.55154265,45.52377426,28242,923002,1683,\P RESERVE TAXIS,R-TA,2,,4,2.01211E+13,,Réel,3- Fût,300773.625,5042652,-73.55154265,45.52377426,STATIONNEMENT,Ville-Marie
-73.55777987,45.51344111,105160,922991,14647,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0,,4,2.01211E+13,,Réel,3- Fût,300285.563,5041504,-73.55777987,45.51344111,STATIONNEMENT,Ville-Marie
-73.55716629,45.51458422,12643,873440,14178,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0,,5,2.01211E+13,,Enlevé,1- Tige et base,300333.594,5041631,-73.55716629,45.51458422,STATIONNEMENT,Ville-Marie
-73.55096241,45.53110821,28872,917265,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,4,2.01211E+13,,Réel,4- Poteau en bois,300819.469,5043467,-73.55096241,45.53110821,STATIONNEMENT,Ville-Marie
-73.54999866,45.53163504,68312,917170,1588,\P RESERVE S3R 09h-21h LUN. AU VEN.,R-PE,3,,4,2.01211E+13,,Réel,3- Fût,300894.781,5043525.5,-73.54999866,45.53163504,STATIONNEMENT,Ville-Marie
-73.54999866,45.53163504,68312,917171,14079,\P 13h30-14h30 MAR. 1 AVRIL AU 1 DEC.,SU-MM-A,0,,4,2.01211E+13,,Réel,3- Fût,300894.781,5043525.5,-73.54999866,45.53163504,STATIONNEMENT,Ville-Marie
-73.55015336,45.5314865,68294,917263,14079,\P 13h30-14h30 MAR. 1 AVRIL AU 1 DEC.,SU-MM-A,0,,4,2.01211E+13,,Réel,4- Poteau en bois,300882.688,5043509,-73.55015336,45.5314865,STATIONNEMENT,Ville-Marie
-73.55015336,45.5314865,68294,917264,1588,\P RESERVE S3R 09h-21h LUN. AU VEN.,R-PE,2,,4,2.01211E+13,,Réel,4- Poteau en bois,300882.688,5043509,-73.55015336,45.5314865,STATIONNEMENT,Ville-Marie
-73.55023789,45.53161244,68295,917261,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,4,2.01211E+13,,Réel,2- Tige et manchon,300876.094,5043523,-73.55023789,45.53161244,STATIONNEMENT,Ville-Marie
-73.55023789,45.53161244,68295,917262,1588,\P RESERVE S3R 09h-21h LUN. AU VEN.,R-PE,3,,4,2.01211E+13,,Réel,2- Tige et manchon,300876.094,5043523,-73.55023789,45.53161244,STATIONNEMENT,Ville-Marie
-73.54971071,45.53223356,68303,917257,14059,\P 13h-14h LUN. 1 AVRIL AU 1 DEC.,SU-LL-A,0,,5,2.01211E+13,,Réel,3- Fût,300917.313,5043592,-73.54971071,45.53223356,STATIONNEMENT,Ville-Marie
-73.55323044,45.51914831,12023,916878,2413,\P EN TOUT TEMPS,SD-TT,0,,4,2.0121E+13,,Réel,3- Fût,300641.438,5042138,-73.55323044,45.51914831,STATIONNEMENT,Ville-Marie
-73.55489748,45.52060076,118105,916876,2411,\P DEUX COTES,SD-TC,0,,2,2.0121E+13,,Réel,3- Fût,300511.313,5042299.5,-73.55489748,45.52060076,STATIONNEMENT,Ville-Marie
-73.55678614,45.53150589,116819,916862,14051,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0,,3,2.0121E+13,,Réel,4- Poteau en bois,300364.625,5043511.5,-73.55678614,45.53150589,STATIONNEMENT,Ville-Marie
-73.55696357,45.52575133,27155,934672,1589,\P RESERVE S3R 09h-23h,R-PF,2,,6,2.01301E+13,,Réel,2- Tige et manchon,300350.313,5042872,-73.55696357,45.52575133,STATIONNEMENT,Ville-Marie
-73.55696357,45.52575133,27155,934670,14100,\P 12h-13h MER. 1 AVRIL AU 1 DEC.,SU-NJ-A,0,,6,2.01301E+13,,Réel,2- Tige et manchon,300350.313,5042872,-73.55696357,45.52575133,STATIONNEMENT,Ville-Marie
-73.55710416,45.5097071,39858,922667,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01211E+13,,Réel,2- Tige et manchon,300338.063,5041089,-73.55710416,45.5097071,STATIONNEMENT,Ville-Marie
-73.54968959,45.51187919,96397,940214,11,\A EN TOUT TEMPS,AD-TT,3,,6,2.01302E+13,,Réel,3- Fût,300917.563,5041330,-73.54968959,45.51187919,STATIONNEMENT,Ville-Marie
-73.54968959,45.51187919,96397,940215,13981,\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VK-A,0,,6,2.01302E+13,,Réel,3- Fût,300917.563,5041330,-73.54968959,45.51187919,STATIONNEMENT,Ville-Marie
-73.54968959,45.51187919,96397,940216,1589,\P RESERVE S3R 09h-23h,R-PF,2,,6,2.01302E+13,,Réel,3- Fût,300917.563,5041330,-73.54968959,45.51187919,STATIONNEMENT,Ville-Marie
-73.57692911,45.49204955,63178,940166,14647,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0,,2,2.01302E+13,,Réel,3- Fût,298787.125,5039128,-73.57692911,45.49204955,STATIONNEMENT,Ville-Marie
-73.58891956,45.49561772,136106,940051,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,,5,2.01302E+13,,Réel,3- Fût,297850.375,5039525.5,-73.58891956,45.49561772,STATIONNEMENT,Ville-Marie
-73.58891956,45.49561772,136106,940053,2413,\P EN TOUT TEMPS,SD-TT,2,,5,2.01302E+13,,Réel,3- Fût,297850.375,5039525.5,-73.58891956,45.49561772,STATIONNEMENT,Ville-Marie
-73.58891956,45.49561772,136106,940054,1661,\P RESERVE S3R 16h-23h LUN A VEN ET 9h-23h SAM ET DIM,R-RP,3,,5,2.01302E+13,,Réel,3- Fût,297850.375,5039525.5,-73.58891956,45.49561772,STATIONNEMENT,Ville-Marie
-73.58573627,45.49023459,224527,940045,54,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0,,2,2.01302E+13,,Réel,10- Fût et feux,298098.531,5038927,-73.58573627,45.49023459,STATIONNEMENT,Ville-Marie
-73.58542361,45.49049128,123586,940040,54,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0,,7,2.01302E+13,,Réel,2- Tige et manchon,298123,5038955.5,-73.58542361,45.49049128,STATIONNEMENT,Ville-Marie
-73.58542361,45.49049128,123586,940042,1643,\P RESERVE S3R 17h30-23h,R-RB,3,,7,2.01302E+13,,Réel,2- Tige et manchon,298123,5038955.5,-73.58542361,45.49049128,STATIONNEMENT,Ville-Marie
-73.56287614,45.51082888,11852,940029,14030,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0,,4,2.01302E+13,,Réel,3- Fût,299887.156,5041214,-73.56287614,45.51082888,STATIONNEMENT,Ville-Marie
-73.55824895,45.53467709,28743,939998,1589,\P RESERVE S3R 09h-23h,R-PF,2,,1,2.01302E+13,,Réel,3- Fût,300250.625,5043864,-73.55824895,45.53467709,STATIONNEMENT,Ville-Marie
-73.56632899,45.51296405,77463,939966,2455,\P LIVRAISON SEULEMENT 07h-19h,SL-JV,3,,1,2.01302E+13,,Réel,2- Tige et manchon,299617.563,5041451.5,-73.56632899,45.51296405,STATIONNEMENT,Ville-Marie
-73.5663003,45.51305855,77462,939964,2455,\P LIVRAISON SEULEMENT 07h-19h,SL-JV,2,,1,2.01302E+13,,Réel,2- Tige et manchon,299619.813,5041462,-73.5663003,45.51305855,STATIONNEMENT,Ville-Marie
-73.56602328,45.51386407,77492,939963,26,\A 07h-09h30 LUN. AU VEN.,AV-AA,0,,4,2.01302E+13,,Réel,3- Fût,299641.531,5041551.5,-73.56602328,45.51386407,STATIONNEMENT,Ville-Marie
-73.54877958,45.52284864,105611,946734,11,\A EN TOUT TEMPS,AD-TT,0,,2,2.01302E+13,,Réel,1- Tige et base,300989.406,5042549,-73.54877958,45.52284864,STATIONNEMENT,Ville-Marie
-73.55782224,45.51244391,224504,939872,1704,\P EXCEPTE VEHICULES D'URGENCE,R-VU,3,,1,2.01302E+13,,Réel,2- Tige et manchon,300282.173,5041393.183,-73.55782224,45.51244391,STATIONNEMENT,Ville-Marie
-73.55782224,45.51244391,224504,939873,24,\A RESERVE AUTOBUS,AR-TT,2,,1,2.01302E+13,,Réel,2- Tige et manchon,300282.173,5041393.183,-73.55782224,45.51244391,STATIONNEMENT,Ville-Marie
-73.56055374,45.49824133,91622,934586,2413,\P EN TOUT TEMPS,SD-TT,0,,2,2.01301E+13,,Réel,1- Tige et base,300067.563,5039815,-73.56055374,45.49824133,STATIONNEMENT,Ville-Marie
